School Type,Campus Name,District Name,Total Score,Overall Grade,County Name,NCESSCH,LAT,LONG,ZIP
HIGH,W H ADAMSON H S,DALLAS ISD,56.6,B-,DALLAS,481623001206,32.747632,-96.822023,75203
ELEMENTARY,W H BONNER EL,HUDSON ISD,54.5,B,ANGELINA,482379006865,31.312664,-94.84317,75904
MIDDLE,W H GASTON MIDDLE,DALLAS ISD,34.8,D+,DALLAS,481623001261,32.826086,-96.693622,75228
ELEMENTARY,W J TURNER EL,FORT WORTH ISD,36.1,D,TARRANT,481970001921,32.801221,-97.383386,76106
ELEMENTARY,W L KISSAM EL,CHAPEL HILL ISD,47.3,C+,SMITH,481365005767,32.312383,-95.19716,75707
ELEMENTARY,W LLOYD MEADOR EL,WILLIS ISD,54.3,B,MONTGOMERY,484590011830,30.392598,-95.50077,77318
ELEMENTARY,W M GREEN EL,FORT WORTH ISD,36.5,D,TARRANT,481970001864,32.681007,-97.253226,76119
ELEMENTARY,W M PEARCE PRI,SOUTHSIDE ISD,36,D,BEXAR,484092004654,29.238075,-98.471984,78221
ELEMENTARY,W R (BILL) FORT EL,ROYSE CITY ISD,56.2,B,ROCKWALL,483822011002,32.970391,-96.301372,75189
ELEMENTARY,W R HATFIELD EL,NORTHWEST ISD,47.5,C+,DENTON,483318007876,33.030096,-97.31732,76247
MIDDLE,W S PERMENTER MIDDLE,CEDAR HILL ISD,31.8,D,DALLAS,481323000825,32.576599,-96.949604,75104
ELEMENTARY,W T FRANCISCO EL,BIRDVILLE ISD,39.3,D+,TARRANT,481023000503,32.81763,-97.283209,76117
HIGH,W T WHITE H S,DALLAS ISD,39.4,D,DALLAS,481623001383,32.916516,-96.830934,75244
ELEMENTARY,W V SWINBURN EL,TULIA ISD,24.6,F,SWISHER,484332004917,34.540447,-101.758418,79088
ELEMENTARY,W W BUSHMAN EL,DALLAS ISD,45.5,C,DALLAS,481623001224,32.708044,-96.773643,75216
HIGH,W W SAMUELL H S,DALLAS ISD,42.9,D+,DALLAS,481623001379,32.745573,-96.667731,75217
ELEMENTARY,WACO CHARTER SCHOOL,WACO CHARTER SCHOOL,30.9,D-,MCLENNAN,480002407392,31.545116,-97.154417,76707
HIGH,WACO H S,WACO ISD,43.8,D+,MCLENNAN,484428005054,31.542541,-97.184473,76710
ELEMENTARY,WAELDER SCHOOL,WAELDER ISD,27.4,F,GONZALES,484431005063,29.695527,-97.301606,78959
HIGH,WAELDER SCHOOL,WAELDER ISD,35.3,D-,GONZALES,484431005063,29.695527,-97.301606,78959
MIDDLE,WAELDER SCHOOL,WAELDER ISD,30.1,D,GONZALES,484431005063,29.695527,-97.301606,78959
ELEMENTARY,WAGGONER CREEK EL,TEXARKANA ISD,49.1,C+,BOWIE,484248013224,33.458188,-94.126349,75503
ELEMENTARY,WAINWRIGHT EL,HOUSTON ISD,35.2,D,HARRIS,482364002602,29.822868,-95.469382,77092
ELEMENTARY,WAKE VILLAGE EL,TEXARKANA ISD,44.8,C,BOWIE,484248004855,33.422764,-94.110141,75501
ELEMENTARY,WAKEFIELD EL,SHERMAN ISD,41.6,C-,GRAYSON,484008004551,33.6365,-96.630069,75092
HIGH,WAKELAND H S,FRISCO ISD,84.2,A+,COLLIN,482001010494,33.168295,-96.845707,75034
ELEMENTARY,WALCOTT EL,WALCOTT ISD,65.3,A-,DEAF SMITH,484437005066,34.929079,-102.81625,79045
ELEMENTARY,WALKER CREEK EL,BIRDVILLE ISD,55,B,TARRANT,481023011015,32.856531,-97.196531,76180
ELEMENTARY,WALKER EL,CYPRESS-FAIRBANKS ISD,42.8,C-,HARRIS,481611008810,29.870904,-95.730214,77449
MIDDLE,WALKER J H,MONAHANS-WICKETT-PYOTE ISD,27.2,D-,WARD,483117003506,31.585637,-102.895656,79756
ELEMENTARY,WALKER STATION EL,FORT BEND ISD,73.8,A+,FORT BEND,481965000985,29.600312,-95.667035,77479
ELEMENTARY,WALL EL,WALL ISD,75.4,A+,TOM GREEN,484441005068,31.371782,-100.30915,76957
HIGH,WALL H S,WALL ISD,82.4,A+,TOM GREEN,484441005069,31.373748,-100.306905,76957
MIDDLE,WALL MIDDLE,WALL ISD,72.3,A+,TOM GREEN,484441006924,31.373443,-100.307894,76957
ELEMENTARY,WALLACE EL,RICHARDSON ISD,48,C+,DALLAS,483702004164,32.883581,-96.70793,75238
HIGH,WALLER H S,WALLER ISD,56,B-,WALLER,484443005073,30.078533,-95.920477,77484
MIDDLE,WALLER J H,WALLER ISD,41.7,C,WALLER,484443005074,30.062878,-95.925754,77484
ELEMENTARY,WALLY WATKINS EL,WYLIE ISD,63.4,B+,COLLIN,484653012333,32.990952,-96.524909,75098
ELEMENTARY,WALNUT BEND EL,HOUSTON ISD,40.8,C-,HARRIS,482364002603,29.747745,-95.56394,77042
ELEMENTARY,WALNUT CREEK EL,AZLE ISD,46.3,C,TARRANT,480894000362,30.37981,-97.683974,78753
ELEMENTARY,WALNUT CREEK EL,AUSTIN ISD,35.8,D,TRAVIS,480894000362,30.37981,-97.683974,78753
ELEMENTARY,WALNUT GLEN ACAD FOR EXCEL,GARLAND ISD,81.2,A+,DALLAS,482034002048,32.914394,-96.675839,75042
ELEMENTARY,WALNUT GROVE EL,CARROLL ISD,78.6,A+,TARRANT,481302007122,32.974838,-97.152035,76092
MIDDLE,WALNUT GROVE MIDDLE,MIDLOTHIAN ISD,52.5,B,ELLIS,483060010630,32.493076,-96.941214,76065
ELEMENTARY,WALNUT HILL EL,DALLAS ISD,73.8,A+,DALLAS,481623001380,32.882931,-96.839561,75229
ELEMENTARY,WALNUT SPRINGS EL,NEW BRAUNFELS ISD,57,B,COMAL,480000806989,30.194634,-98.094846,78620
ELEMENTARY,WALNUT SPRINGS EL,DRIPPING SPRINGS ISD,51.7,B-,HAYS,480000806989,30.194634,-98.094846,78620
ELEMENTARY,WALNUT SPRINGS SCHOOL,WALNUT SPRINGS ISD,27.4,F,BOSQUE,484452012079,32.052286,-97.752437,76690
HIGH,WALNUT SPRINGS SCHOOL,WALNUT SPRINGS ISD,47.3,C-,BOSQUE,484452012079,32.052286,-97.752437,76690
MIDDLE,WALNUT SPRINGS SCHOOL,WALNUT SPRINGS ISD,29.3,D,BOSQUE,484452012079,32.052286,-97.752437,76690
ELEMENTARY,WALSH EL,ALEDO ISD,63.9,B+,PARKER,480778013642,32.736443,-97.572045,76008
ELEMENTARY,WALT DISNEY EL,ALVIN ISD,53.6,B-,BRAZORIA,480809005387,29.375146,-95.231039,77511
MIDDLE,WALTER & LOIS CURTIS MIDDLE,ALLEN ISD,72.2,A+,COLLIN,480789006072,33.106443,-96.629666,75002
ELEMENTARY,WALTER HALL EL,CLEAR CREEK ISD,52.6,B-,GALVESTON,481428005425,29.484847,-95.155384,77573
ELEMENTARY,WALTER MOSES BURTON EL,FORT BEND ISD,26.2,F,FORT BEND,481965007286,29.51968,-95.476348,77545
HIGH,WALTRIP H S,HOUSTON ISD,37.8,D-,HARRIS,482364002604,29.818482,-95.433053,77018
ELEMENTARY,WALZEM EL,NORTH EAST ISD,28.1,F,BEXAR,483294003657,29.509203,-98.401261,78218
ELEMENTARY,WANKE EL,NORTHSIDE ISD,46.3,C,BEXAR,483312011138,29.541161,-98.652285,78249
ELEMENTARY,WARD EL,NORTHSIDE ISD,58.4,B,BEXAR,480744002238,32.39934,-99.771183,79606
ELEMENTARY,WARD EL,ABILENE ISD,53.7,B-,TAYLOR,480744002238,32.39934,-99.771183,79606
ELEMENTARY,WARE EL,LONGVIEW ISD,47.9,C+,GREGG,482811012487,32.479499,-94.744275,75602
ELEMENTARY,WARNER EL,CYPRESS-FAIRBANKS ISD,69.5,A,HARRIS,481611011259,29.93657,-95.717251,77433
ELEMENTARY,WARREN EL,WARREN ISD,31.3,D-,TYLER,484458005083,30.613442,-94.392772,77664
HIGH,WARREN H S,NORTHSIDE ISD,62,B,BEXAR,483312009134,29.463818,-98.669887,78251
HIGH,WARREN H S,WARREN ISD,38.3,D-,TYLER,483312009134,29.463818,-98.669887,78251
MIDDLE,WARREN J H,WARREN ISD,32.4,D+,TYLER,484458005085,30.612911,-94.41044,77664
MIDDLE,WARREN MIDDLE,FORNEY ISD,56.2,B+,KAUFMAN,481956001811,32.74411,-96.476647,75126
HIGH,WASHINGTON B T H S,HOUSTON ISD,25.1,F,HARRIS,482364002605,29.822435,-95.398177,77018
ELEMENTARY,WASHINGTON EL,SHERMAN ISD,56,B,GRAYSON,481020000482,32.247589,-101.449612,79720
ELEMENTARY,WASHINGTON EL,SAN ANTONIO ISD,25.4,F,BEXAR,481020000482,32.247589,-101.449612,79720
ELEMENTARY,WASHINGTON HEIGHTS EL,FORT WORTH ISD,37.3,D+,TARRANT,481970001925,32.804141,-97.35449,76106
MIDDLE,WASHINGTON J H,CONROE ISD,47.7,B-,MONTGOMERY,481500008879,30.304236,-95.447574,77301
ELEMENTARY,WASHINGTON STEM ACADEMY,MIDLAND ISD,33.5,D-,MIDLAND,483057008988,31.999551,-102.054367,79701
ELEMENTARY,WASKOM EL,WASKOM ISD,29.4,F,HARRISON,484467005086,32.477175,-94.059591,75692
HIGH,WASKOM H S,WASKOM ISD,38.3,D-,HARRISON,484467005087,32.475441,-94.0722,75692
MIDDLE,WASKOM MIDDLE,WASKOM ISD,43.4,C+,HARRISON,484467005088,32.477565,-94.062107,75692
ELEMENTARY,WATAUGA EL,BIRDVILLE ISD,47.9,C+,TARRANT,481023000504,32.854888,-97.255775,76148
MIDDLE,WATAUGA MIDDLE,BIRDVILLE ISD,49.3,B,TARRANT,481023000505,32.861575,-97.249091,76148
ELEMENTARY,WATER VALLEY EL,WATER VALLEY ISD,39.9,D+,TOM GREEN,484471005089,31.667319,-100.718146,76958
HIGH,WATER VALLEY H S,WATER VALLEY ISD,59.1,B-,TOM GREEN,484471005090,31.66791,-100.718524,76958
MIDDLE,WATER VALLEY H S,WATER VALLEY ISD,45.9,B-,TOM GREEN,484471005090,31.66791,-100.718524,76958
ELEMENTARY,WATERFORD OAKS EL,CEDAR HILL ISD,31.1,D-,DALLAS,481323021203,32.597674,-96.9162,75104
ELEMENTARY,WATERS EL,LUBBOCK ISD,47.5,C+,LUBBOCK,482850010934,33.524046,-101.88015,79423
MIDDLE,WATKINS MIDDLE,CYPRESS-FAIRBANKS ISD,43.5,C+,HARRIS,481611005687,29.845767,-95.66097,77084
MIDDLE,WATSON J H,MULESHOE ISD,39.8,C,BAILEY,483189003548,34.223581,-102.731201,79347
ELEMENTARY,WATSON TECHNOLOGY CENTER,GARLAND ISD,68.7,A,DALLAS,482034002050,32.886947,-96.623161,75041
ELEMENTARY,WATTS EL,SCHERTZ-CIBOLO-U CITY ISD,51.8,B-,GUADALUPE,483948008223,29.576938,-98.25829,78108
ELEMENTARY,WAVERLY PARK EL,FORT WORTH ISD,47.3,C+,TARRANT,481970001926,32.717676,-97.465412,76116
HIGH,WAXAHACHIE GLOBAL H S,WAXAHACHIE ISD,84.4,A+,ELLIS,484473011211,32.396652,-96.84871,75165
HIGH,WAXAHACHIE H S,WAXAHACHIE ISD,45,D+,ELLIS,484473005095,32.414304,-96.839955,75165
ELEMENTARY,WAYNE A COX EL,NORTHWEST ISD,64.9,B+,DENTON,483318012906,33.00898,-97.250832,76262
MIDDLE,WAYSIDE MIDDLE,EAGLE MT-SAGINAW ISD,48.7,B-,TARRANT,481770001535,32.879838,-97.389534,76179
ELEMENTARY,WEATHERFORD EL,PLANO ISD,40.6,C-,COLLIN,483510003975,33.022524,-96.753615,75075
HIGH,WEATHERFORD H S,WEATHERFORD ISD,52.3,C+,PARKER,484480005100,32.724909,-97.806622,76086
ELEMENTARY,WEAVER EL,GARLAND ISD,35.3,D,DALLAS,482034002051,32.928115,-96.620409,75040
ELEMENTARY,WEBB EL,MCKINNEY ISD,36.4,D,COLLIN,480870005364,32.752556,-97.115076,76011
ELEMENTARY,WEBB EL,ARLINGTON ISD,32.4,D-,TARRANT,480870005364,32.752556,-97.115076,76011
MIDDLE,WEBB M S,AUSTIN ISD,20.7,F,TRAVIS,480894002468,30.333374,-97.706531,78752
MIDDLE,WEBB MIDDLE,GARLAND ISD,40.2,C,DALLAS,482034002052,32.953464,-96.652112,75042
ELEMENTARY,WEBB PRI CENTER,AUSTIN ISD,32,D-,TRAVIS,480894012842,30.332755,-97.707234,78752
ELEMENTARY,WEDGEWOOD EL,CLEAR CREEK ISD,50.5,B-,GALVESTON,481428004066,29.529243,-95.181899,77546
ELEMENTARY,WEDGEWORTH EL,WAXAHACHIE ISD,48,C+,ELLIS,484473008206,32.416252,-96.853186,75165
MIDDLE,WEDGWOOD 6TH GR SCH,FORT WORTH ISD,30.9,D,TARRANT,481970005379,32.6767,-97.386358,76132
MIDDLE,WEDGWOOD MIDDLE,FORT WORTH ISD,28.2,D-,TARRANT,481970001927,32.659356,-97.37948,76133
ELEMENTARY,WEIMAR EL,WEIMAR ISD,50.1,B-,COLORADO,484482005105,29.702527,-96.789609,78962
HIGH,WEIMAR H S,WEIMAR ISD,55.9,B-,COLORADO,484482005106,29.703953,-96.788001,78962
MIDDLE,WEIMAR J H,WEIMAR ISD,47.7,B-,COLORADO,484482005107,29.703769,-96.787743,78962
ELEMENTARY,WEINERT EL,SEGUIN ISD,43.7,C,GUADALUPE,483969021274,29.579641,-97.955921,78155
MIDDLE,WELCH MIDDLE,HOUSTON ISD,26.7,D-,HARRIS,482364005501,29.653218,-95.529156,77071
ELEMENTARY,WELDON EL,GLADEWATER ISD,36.5,D,GREGG,482076005994,32.526065,-94.945598,75647
ELEMENTARY,WELLINGTON EL,LEWISVILLE ISD,74.7,A+,DENTON,482730007867,33.030631,-97.09243,75022
ELEMENTARY,WELLINGTON EL,WELLINGTON ISD,40.9,C-,COLLINGSWORTH,482730007867,33.030631,-97.09243,75022
HIGH,WELLINGTON H S,WELLINGTON ISD,63.9,B+,COLLINGSWORTH,484489005111,34.848674,-100.214353,79095
MIDDLE,WELLINGTON J H,WELLINGTON ISD,47.5,B-,COLLINGSWORTH,484489006800,34.84823,-100.214891,79095
ELEMENTARY,WELLMAN-UNION SCHOOL,WELLMAN-UNION CISD,42.9,C-,TERRY,484491005114,33.0466,-102.426233,79378
HIGH,WELLMAN-UNION SCHOOL,WELLMAN-UNION CISD,59.6,B,TERRY,484491005114,33.0466,-102.426233,79378
MIDDLE,WELLMAN-UNION SCHOOL,WELLMAN-UNION CISD,44.7,C+,TERRY,484491005114,33.0466,-102.426233,79378
ELEMENTARY,WELLS BRANCH EL,ROUND ROCK ISD,40.5,C-,WILLIAMSON,483808006166,30.444813,-97.686532,78728
ELEMENTARY,WELLS EL,CYPRESS-FAIRBANKS ISD,71.5,A,HARRIS,481611013441,29.929207,-95.758736,77433
ELEMENTARY,WELLS EL,PLANO ISD,54.9,B,COLLIN,481611013441,29.929207,-95.758736,77433
ELEMENTARY,WELLS EL,WELLS ISD,37.7,D+,CHEROKEE,481611013441,29.929207,-95.758736,77433
HIGH,WELLS H S,WELLS ISD,46.9,C-,CHEROKEE,484494005116,31.488329,-94.937936,75976
MIDDLE,WELLS H S,WELLS ISD,42,C+,CHEROKEE,484494005116,31.488329,-94.937936,75976
HIGH,WESLACO EAST H S,WESLACO ISD,48.7,C,HIDALGO,484496008851,26.152236,-97.969948,78596
HIGH,WESLACO H S,WESLACO ISD,44.7,D+,HIDALGO,484496005125,26.168245,-98.000725,78596
ELEMENTARY,WESLEY EL,HOUSTON ISD,14.8,F,HARRIS,482364002607,29.861408,-95.418891,77091
ELEMENTARY,WEST AVENUE EL,WACO ISD,30.9,D-,MCLENNAN,483294003658,29.501116,-98.526981,78213
ELEMENTARY,WEST AVENUE EL,NORTH EAST ISD,23.9,F,BEXAR,483294003658,29.501116,-98.526981,78213
ELEMENTARY,WEST BIRDVILLE EL,BIRDVILLE ISD,43.9,C,TARRANT,481023000506,32.800076,-97.283268,76117
MIDDLE,WEST BRAZOS J H,COLUMBIA-BRAZORIA ISD,32.8,D+,BRAZORIA,481467000961,29.07154,-95.58889,77442
MIDDLE,WEST BRIAR MIDDLE,HOUSTON ISD,57.3,B+,HARRIS,482364009271,29.760952,-95.630014,77077
HIGH,WEST BROOK SR H S,BEAUMONT ISD,43,D+,JEFFERSON,480967005951,30.079088,-94.196733,77706
ELEMENTARY,WEST CENTRAL EL,HEREFORD ISD,25.4,F,DEAF SMITH,482301002341,34.82059,-102.419072,79045
ELEMENTARY,WEST COLUMBIA EL,COLUMBIA-BRAZORIA ISD,39.7,D+,BRAZORIA,481467000960,29.135258,-95.644438,77486
ELEMENTARY,WEST CYPRESS HILLS EL,LAKE TRAVIS ISD,64.4,B+,TRAVIS,482647013021,30.349978,-98.084693,78669
ELEMENTARY,WEST EL,ARLINGTON ISD,53.2,B-,TARRANT,480870007723,32.660837,-97.059073,75052
ELEMENTARY,WEST EL,WHITE SETTLEMENT ISD,45.7,C,TARRANT,480870007723,32.660837,-97.059073,75052
ELEMENTARY,WEST EL,WEST ISD,36.3,D,MCLENNAN,480870007723,32.660837,-97.059073,75052
ELEMENTARY,WEST END EL,BELLVILLE ISD,53.8,B-,AUSTIN,480981000453,29.967337,-96.502206,78944
ELEMENTARY,WEST FOUNDATION EL,WICHITA FALLS ISD,58.5,B,WICHITA,484578007482,33.87728,-98.574981,76310
HIGH,WEST H S,WEST ISD,53.8,C+,MCLENNAN,484504005131,31.811338,-97.086436,76691
ELEMENTARY,WEST HANDLEY EL,FORT WORTH ISD,22.6,F,TARRANT,481970005799,32.739716,-97.227288,76112
ELEMENTARY,WEST HARDIN EL,WEST HARDIN COUNTY CISD,24.2,F,HARDIN,484500005126,30.258099,-94.561799,77585
HIGH,WEST HARDIN H S,WEST HARDIN COUNTY CISD,30.7,F,HARDIN,484500005127,30.258099,-94.561799,77585
MIDDLE,WEST HARDIN H S,WEST HARDIN COUNTY CISD,34.5,D+,HARDIN,484500005127,30.258099,-94.561799,77585
ELEMENTARY,WEST HURST EL,HURST-EULESS-BEDFORD ISD,50.1,B-,TARRANT,482406002683,32.817889,-97.18709,76053
ELEMENTARY,WEST MAIN EL,LANCASTER ISD,57.5,B,DALLAS,482667003006,32.592659,-96.763078,75146
ELEMENTARY,WEST MEMORIAL EL,KATY ISD,52.8,B-,HARRIS,482517002812,29.778155,-95.762506,77450
MIDDLE,WEST MEMORIAL J H,KATY ISD,42.2,C+,HARRIS,482517002813,29.778192,-95.760177,77450
HIGH,WEST MESQUITE H S,MESQUITE ISD,40.6,D,DALLAS,483039003422,32.76165,-96.635683,75149
MIDDLE,WEST MIDDLE,WEST ISD,37.1,C-,MCLENNAN,484504006187,31.811338,-97.086436,76691
ELEMENTARY,WEST ORANGE-STARK EL,WEST ORANGE-COVE CISD,25.2,F,ORANGE,484509005140,30.081022,-93.766044,77630
HIGH,WEST ORANGE-STARK H S,WEST ORANGE-COVE CISD,25.8,F,ORANGE,484509005143,30.076996,-93.766303,77631
MIDDLE,WEST ORANGE-STARK MIDDLE,WEST ORANGE-COVE CISD,19.5,F,ORANGE,484509005142,30.094172,-93.743802,77630
ELEMENTARY,WEST OSO EL,WEST OSO ISD,32.8,D-,NUECES,484512008890,27.757981,-97.453448,78416
HIGH,WEST OSO H S,WEST OSO ISD,51.4,C,NUECES,484512005147,27.765765,-97.458004,78405
MIDDLE,WEST OSO J H,WEST OSO ISD,38.8,C,NUECES,484512005148,27.765867,-97.458079,78405
MIDDLE,WEST RIDGE MIDDLE,EANES ISD,73.6,A+,TRAVIS,481776006398,30.303316,-97.88436,78733
HIGH,WEST RUSK H S,WEST RUSK COUNTY CONSOLIDATED ISD,40.5,D,RUSK,484515005151,32.23925,-94.941012,75682
ELEMENTARY,WEST RUSK INT,WEST RUSK COUNTY CONSOLIDATED ISD,43.4,C,RUSK,484515005150,32.241505,-94.939671,75682
MIDDLE,WEST RUSK MIDDLE,WEST RUSK COUNTY CONSOLIDATED ISD,42.2,C+,RUSK,484515005152,32.23925,-94.941012,75682
ELEMENTARY,WEST SABINE EL,WEST SABINE ISD,38.6,D+,SABINE,484518005153,31.256115,-93.97284,75968
HIGH,WEST SABINE H S,WEST SABINE ISD,50.9,C,SABINE,484518005154,31.249979,-93.983182,75968
MIDDLE,WEST SABINE H S,WEST SABINE ISD,43.5,C+,SABINE,484518005154,31.249979,-93.983182,75968
ELEMENTARY,WEST SIDE EL,JACKSONVILLE ISD,43.7,C,CHEROKEE,482459002753,31.949915,-95.277935,75766
ELEMENTARY,WEST TEXAS EL,PLEMONS-STINNETT-PHILLIPS CISD,53.5,B-,HUTCHINSON,484158021373,35.825701,-101.449459,79083
HIGH,WEST TEXAS H S,PLEMONS-STINNETT-PHILLIPS CISD,63.6,B,HUTCHINSON,484158004751,35.825735,-101.44946,79083
MIDDLE,WEST TEXAS MIDDLE,PLEMONS-STINNETT-PHILLIPS CISD,34.4,D+,HUTCHINSON,484158006486,35.825736,-101.449414,79083
ELEMENTARY,WEST UNIVERSITY EL,HOUSTON ISD,83.7,A+,HARRIS,482364002608,29.715694,-95.435207,77005
ELEMENTARY,WEST WARD EL,KILLEEN ISD,25.7,F,BELL,482566002882,31.131976,-97.731409,76541
MIDDLE,WESTBROOK INT,CLEAR CREEK ISD,65,A,GALVESTON,481428010681,29.545749,-95.163616,77546
ELEMENTARY,WESTBROOK SCHOOL,WESTBROOK ISD,33.5,D-,MITCHELL,484521005156,32.360116,-101.01298,79565
HIGH,WESTBROOK SCHOOL,WESTBROOK ISD,73.7,A-,MITCHELL,484521005156,32.360116,-101.01298,79565
MIDDLE,WESTBROOK SCHOOL,WESTBROOK ISD,35.1,C-,MITCHELL,484521005156,32.360116,-101.01298,79565
HIGH,WESTBURY H S,HOUSTON ISD,33.7,F,HARRIS,482364002609,29.649573,-95.481053,77035
ELEMENTARY,WESTCLIFF EL,FORT WORTH ISD,48.7,C+,TARRANT,481970001929,32.686198,-97.373082,76109
ELEMENTARY,WESTCREEK EL,FORT WORTH ISD,28.5,F,TARRANT,481970001930,32.662311,-97.362637,76133
ELEMENTARY,WESTER EL,LUBBOCK ISD,35.3,D,LUBBOCK,482850010935,33.55175,-101.931981,79414
MIDDLE,WESTER MIDDLE,FRISCO ISD,68.3,A,COLLIN,482001009162,33.14131,-96.772043,75035
ELEMENTARY,WESTERN HILLS EL,EL PASO ISD,58.4,B,EL PASO,481830001720,31.841432,-106.52247,79912
ELEMENTARY,WESTERN HILLS EL,TEMPLE ISD,37.1,D,BELL,481830001720,31.841432,-106.52247,79912
ELEMENTARY,WESTERN HILLS EL,FORT WORTH ISD,26.9,F,TARRANT,481830001720,31.841432,-106.52247,79912
HIGH,WESTERN HILLS H S,FORT WORTH ISD,47.5,C-,TARRANT,481970001932,32.718593,-97.455444,76116
ELEMENTARY,WESTERN PLATEAU EL,AMARILLO ISD,53.7,B-,POTTER,480813000183,35.154133,-101.892109,79109
HIGH,WESTFIELD H S,SPRING ISD,33.7,F,HARRIS,484122004721,30.007244,-95.446904,77090
ELEMENTARY,WESTLAKE ACADEMY,WESTLAKE ACADEMY CHARTER SCHOOL,76.3,A+,TARRANT,480025409511,32.985924,-97.212183,76262
HIGH,WESTLAKE ACADEMY,WESTLAKE ACADEMY CHARTER SCHOOL,89.3,A+,TARRANT,480025409511,32.985924,-97.212183,76262
MIDDLE,WESTLAKE ACADEMY,WESTLAKE ACADEMY CHARTER SCHOOL,80,A+,TARRANT,480025409511,32.985924,-97.212183,76262
HIGH,WESTLAKE H S,EANES ISD,81.5,A+,TRAVIS,481776001549,30.276152,-97.81564,78746
ELEMENTARY,WESTLAWN EL,TEXARKANA ISD,26.2,F,BOWIE,484248004848,33.436629,-94.085806,75501
MIDDLE,WESTOVER PARK J H,CANYON ISD,51.1,B,RANDALL,481281007088,35.124215,-101.918092,79109
ELEMENTARY,WESTPARK EL,FORT WORTH ISD,61.7,B+,TARRANT,481970006550,32.664571,-97.48561,76126
ELEMENTARY,WESTPHALIA EL,WESTPHALIA ISD,47.3,C+,FALLS,484533005160,31.120966,-97.115944,76656
MIDDLE,WESTPHALIA EL,WESTPHALIA ISD,49,B,FALLS,484533005160,31.120966,-97.115944,76656
ELEMENTARY,WESTSIDE EL,ANGLETON ISD,55.5,B,BRAZORIA,480831000205,29.162546,-95.447782,77515
ELEMENTARY,WESTSIDE EL,LEANDER ISD,53.8,B-,WILLIAMSON,480831000205,29.162546,-95.447782,77515
HIGH,WESTSIDE H S,HOUSTON ISD,64.3,B+,HARRIS,482364008816,29.754148,-95.638114,77077
MIDDLE,WESTVIEW MIDDLE,PFLUGERVILLE ISD,34.6,D+,TRAVIS,483483006596,30.416792,-97.689348,78727
ELEMENTARY,WESTWIND EL,FRENSHIP ISD,44.2,C,LUBBOCK,481983007068,33.555415,-101.954858,79407
ELEMENTARY,WESTWOOD EL,SPRING BRANCH ISD,32.7,D-,HARRIS,481995001951,29.528301,-95.212983,77546
ELEMENTARY,WESTWOOD EL,WESTWOOD ISD,31.6,D-,ANDERSON,481995001951,29.528301,-95.212983,77546
HIGH,WESTWOOD H S,ROUND ROCK ISD,78.4,A,WILLIAMSON,483808005805,30.45603,-97.798071,78750
HIGH,WESTWOOD H S,WESTWOOD ISD,51.9,C+,ANDERSON,483808005805,30.45603,-97.798071,78750
MIDDLE,WESTWOOD J H,WESTWOOD ISD,40,C,ANDERSON,484329004916,31.730417,-95.68223,75803
ELEMENTARY,WESTWOOD TERRACE EL,NORTHSIDE ISD,42.8,C-,BEXAR,483312003725,29.408722,-98.640169,78227
ELEMENTARY,WETMORE EL,NORTH EAST ISD,45.2,C,BEXAR,483294008448,29.570261,-98.434837,78247
HIGH,WH FORD H S,QUINLAN ISD,41.3,D,HUNT,483624004075,32.892168,-96.135991,75474
ELEMENTARY,WHARTON EL,WHARTON ISD,26.2,F,WHARTON,484538012197,29.318192,-96.069639,77488
HIGH,WHARTON H S,WHARTON ISD,33.2,F,WHARTON,484538005165,29.329714,-96.083965,77488
MIDDLE,WHARTON J H,WHARTON ISD,36.1,C-,WHARTON,484538012610,29.319261,-96.095105,77488
ELEMENTARY,WHARTON K-8 DUAL LANGUAGE ACADEMY,HOUSTON ISD,56.9,B,HARRIS,482364002610,29.754301,-95.390691,77019
MIDDLE,WHARTON K-8 DUAL LANGUAGE ACADEMY,HOUSTON ISD,58.7,B+,HARRIS,482364002610,29.754301,-95.390691,77019
HIGH,WHEATLEY H S,HOUSTON ISD,29,F,HARRIS,482364002611,29.77177,-95.319745,77020
ELEMENTARY,WHEELER SCHOOL,WHEELER ISD,48.7,C+,WHEELER,484542005168,35.447701,-100.27348,79096
HIGH,WHEELER SCHOOL,WHEELER ISD,65,B+,WHEELER,484542005168,35.447701,-100.27348,79096
MIDDLE,WHEELER SCHOOL,WHEELER ISD,50.5,B,WHEELER,484542005168,35.447701,-100.27348,79096
ELEMENTARY,WHEELOCK EL,LUBBOCK ISD,35.8,D,LUBBOCK,482850010937,33.556694,-101.880011,79413
ELEMENTARY,WHIDBY EL,HOUSTON ISD,39.5,D+,HARRIS,482364002612,29.682412,-95.375222,77021
ELEMENTARY,WHISPERING PINES EL,HUMBLE ISD,30.2,D-,HARRIS,482391021311,29.97397,-95.213501,77346
ELEMENTARY,WHITAKER EL,EL PASO ISD,29.6,F,EL PASO,481830006403,31.875872,-106.432828,79924
ELEMENTARY,WHITE DEER EL,WHITE DEER ISD,58.6,B+,CARSON,484545005170,35.430306,-101.17053,79097
HIGH,WHITE DEER H S,WHITE DEER ISD,52.5,C+,CARSON,484545005171,35.429244,-101.172967,79097
MIDDLE,WHITE DEER H S,WHITE DEER ISD,30.8,D,CARSON,484545005171,35.429244,-101.172967,79097
ELEMENTARY,WHITE E EL,HOUSTON ISD,54.7,B,HARRIS,482364002613,29.696025,-95.542837,77036
