site_autoid,Longitude,Latitude,UTC,Parameter,Unit,Value,AQI,Category,SiteName,AgencyName,FullAQSCode,IntlAQSCode
1075,-102.334756,31.870253,2019-06-17T21:00,PM2.5,UG/M3,,43,1,Odessa Gonzales C1014,Texas Commission on Environmental Quality,481351014,840481351014
1076,-101.9083,35.2006,2019-06-17T21:00,PM2.5,UG/M3,,15,1,Amarillo Texas A&M C320,Texas Commission on Environmental Quality,483750320,840483750320
1077,-101.78698,33.5853,2019-06-17T21:00,PM2.5,UG/M3,,23,1,Lubbock 12th Street,Texas Commission on Environmental Quality,483031028,840483031028
1078,-101.6649,34.8803,2019-06-17T21:00,OZONE,PPB,,64,2,Palo Duro,EPA Office of Atmospheric Programs,483819991,840483819991
1079,-100.451155,28.704607,2019-06-17T21:00,PM2.5,UG/M3,,55,2,Eagle Pass C319,Texas Commission on Environmental Quality,483230004,840483230004
1080,-99.5333,27.5994,2019-06-17T21:00,PM2.5,UG/M3,,44,1,Laredo C313,Texas Commission on Environmental Quality,484790313,840484790313
1081,-98.9353,36.1589,2019-06-17T21:00,PM2.5,UG/M3,,18,1,Seiling,Oklahoma Department of Environmental Quality,400430860,840400430860
1082,-98.620003,29.514999,2019-06-17T21:00,OZONE,PPB,,50,1,San Antonio Northwest C23,Texas Commission on Environmental Quality,480290032,840480290032
1083,-98.620003,29.514999,2019-06-17T21:00,PM2.5,UG/M3,,16,1,San Antonio Northwest C23,Texas Commission on Environmental Quality,480290032,840480290032
1084,-98.580505,29.423933,2019-06-17T21:00,PM2.5,UG/M3,,21,1,San Antonio Old Hwy90 C677,Texas Commission on Environmental Quality,480290677,840480290677
1085,-98.565002,29.6322,2019-06-17T21:00,OZONE,PPB,,47,1,Camp Bullis C58,Texas Commission on Environmental Quality,480290052,840480290052
1086,-98.551396,29.332803,2019-06-17T21:00,PM2.5,UG/M3,,17,1,San Antonio Palo Alto C676,Texas Commission on Environmental Quality,480290676,840480290676
1087,-98.428802,34.632999,2019-06-17T21:00,OZONE,PPB,,67,2,Lawton North,Oklahoma Department of Environmental Quality,400310651,840400310651
1088,-98.428802,34.632999,2019-06-17T21:00,PM2.5,UG/M3,,18,1,Lawton North,Oklahoma Department of Environmental Quality,400310651,840400310651
1089,-98.39139,29.5294,2019-06-17T21:00,PM2.5,UG/M3,,17,1,San Antonio IH35 C1069,Texas Commission on Environmental Quality,480291069,840480291069
1090,-98.311699,29.275299,2019-06-17T21:00,OZONE,PPB,,47,1,Calaveras Lake C59,Texas Commission on Environmental Quality,480290059,840480290059
1091,-98.311699,29.275299,2019-06-17T21:00,PM2.5,UG/M3,,22,1,Calaveras Lake C59,Texas Commission on Environmental Quality,480290059,840480290059
1092,-98.29107,26.226226,2019-06-17T21:00,PM2.5,UG/M3,,44,1,Mission C43,Texas Commission on Environmental Quality,482150043,840482150043
1093,-97.9058,32.8686,2019-06-17T21:00,OZONE,PPB,,47,1,Parker County C76,Texas Commission on Environmental Quality,483670081,840483670081
1094,-97.8723,30.483168,2019-06-17T21:00,OZONE,PPB,,44,1,Audubon C38,Texas Commission on Environmental Quality,484530020,840484530020
1095,-97.8033,32.4419,2019-06-17T21:00,OZONE,PPB,,51,2,Granbury C73,Texas Commission on Environmental Quality,482210001,840482210001
1096,-97.760002,30.3542,2019-06-17T21:00,OZONE,PPB,,47,1,Austin Northwest C3,Texas Commission on Environmental Quality,484530014,840484530014
1097,-97.760002,30.3542,2019-06-17T21:00,PM2.5,UG/M3,,13,1,Austin Northwest C3,Texas Commission on Environmental Quality,484530014,840484530014
1098,-97.7508,35.4794,2019-06-17T21:00,OZONE,PPB,,50,1,Yukon,Oklahoma Department of Environmental Quality,400170101,840400170101
1099,-97.7131,30.2633,2019-06-17T21:00,PM2.5,UG/M3,,31,1,Austin Webberville Road C171,Texas Commission on Environmental Quality,484530021,840484530021
1100,-97.712501,26.200278,2019-06-17T21:00,OZONE,PPB,,26,1,Harlingen Teege C1023,Texas Commission on Environmental Quality,480611023,840480611023
1101,-97.69166,30.35386,2019-06-17T21:00,PM2.5,UG/M3,,25,1,Austin North Interstate 35 C1068,Texas Commission on Environmental Quality,484531068,840484531068
1102,-97.679734,31.088002,2019-06-17T21:00,OZONE,PPB,,44,1,Killeen C1047,Texas Commission on Environmental Quality,480271047,840480271047
1103,-97.577674,35.502968,2019-06-17T21:00,PM2.5,UG/M3,,18,1,Near Road OKC,Oklahoma Department of Environmental Quality,401090097,840401090097
1104,-97.5558,27.8333,2019-06-17T21:00,OZONE,PPB,,45,1,Corpus Christi Tuloso C21,Texas Commission on Environmental Quality,483550026,840483550026
1105,-97.4936,25.8925,2019-06-17T21:00,PM2.5,UG/M3,,29,1,Brownsville C80,Texas Commission on Environmental Quality,480610006,840480610006
1106,-97.4883,35.32,2019-06-17T21:00,OZONE,PPB,,61,2,Moore,Oklahoma Department of Environmental Quality,400270049,840400270049
1107,-97.4883,35.32,2019-06-17T21:00,PM2.5,UG/M3,,18,1,Moore,Oklahoma Department of Environmental Quality,400270049,840400270049
1108,-97.4764,32.9881,2019-06-17T21:00,OZONE,PPB,,54,2,Eagle Mountain Lake C75,Texas Commission on Environmental Quality,484390075,840484390075
1109,-97.474197,34.256901,2019-06-17T21:00,OZONE,PPB,,64,2,Healdton,Oklahoma Department of Environmental Quality,400190297,840400190297
1110,-97.474197,34.256901,2019-06-17T21:00,PM2.5,UG/M3,,17,1,Healdton,Oklahoma Department of Environmental Quality,400190297,840400190297
1111,-97.472198,35.612801,2019-06-17T21:00,OZONE,PPB,,54,2,North OKC,Oklahoma Department of Environmental Quality,401091037,840401091037
1112,-97.472198,35.612801,2019-06-17T21:00,PM2.5,UG/M3,,17,1,North OKC,Oklahoma Department of Environmental Quality,401091037,840401091037
1113,-97.4657,27.811814,2019-06-17T21:00,PM2.5,UG/M3,,16,1,Corpus Christi Dona Park C635,Texas Commission on Environmental Quality,483550034,840483550034
1114,-97.436748,32.353593,2019-06-17T21:00,OZONE,PPB,,97,2,Cleburne Airport C77,Texas Commission on Environmental Quality,482510003,840482510003
1115,-97.434247,27.765335,2019-06-17T21:00,OZONE,PPB,,46,1,Corpus Christi West C4,Texas Commission on Environmental Quality,483550025,840483550025
1116,-97.4314,27.8042,2019-06-17T21:00,PM2.5,UG/M3,,15,1,Corpus Christi Huisache C98,Texas Commission on Environmental Quality,483550032,840483550032
1117,-97.431158,31.122527,2019-06-17T21:00,OZONE,PPB,,49,1,Temple Georgia C1045,Texas Commission on Environmental Quality,480271045,840480271045
1118,-97.431158,31.122527,2019-06-17T21:00,PM2.5,UG/M3,,32,1,Temple Georgia C1045,Texas Commission on Environmental Quality,480271045,840480271045
1119,-97.356567,32.805818,2019-06-17T21:00,OZONE,PPB,,67,2,Ft. Worth Northwest C13,Texas Commission on Environmental Quality,484391002,840484391002
1120,-97.3414,32.7592,2019-06-17T21:00,PM2.5,UG/M3,,27,1,Haws Athletic Center C310,Texas Commission on Environmental Quality,484391006,840484391006
1121,-97.3022,35.4778,2019-06-17T21:00,OZONE,PPB,,45,1,Choctaw,Oklahoma Department of Environmental Quality,401090096,840401090096
1122,-97.2986,27.4269,2019-06-17T21:00,PM2.5,UG/M3,,20,1,Corpus Christi - National Seashore C314,Texas Commission on Environmental Quality,482730314,840482730314
1123,-97.282088,32.922498,2019-06-17T21:00,OZONE,PPB,,58,2,Keller C17,Texas Commission on Environmental Quality,484392003,840484392003
1124,-97.1933,33.1944,2019-06-17T21:00,OZONE,PPB,,48,1,Denton Airport South C56,Texas Commission on Environmental Quality,481210034,840481210034
1125,-97.1933,33.1944,2019-06-17T21:00,PM2.5,UG/M3,,20,1,Denton Airport South C56,Texas Commission on Environmental Quality,481210034,840481210034
1126,-97.1667,26.0733,2019-06-17T21:00,PM2.5,UG/M3,,43,1,Isla Blanca C323/C667,Texas Commission on Environmental Quality,480612004,840480612004
1127,-97.0886,32.6558,2019-06-17T21:00,OZONE,PPB,,97,2,Arlington Municipal Airport C61,Texas Commission on Environmental Quality,484393011,840484393011
1128,-97.081278,36.697189,2019-06-17T21:00,PM2.5,UG/M3,,13,1,Ponca City,Oklahoma Department of Environmental Quality,400710604,840400710604
1129,-97.0706,31.6531,2019-06-17T21:00,OZONE,PPB,,45,1,Waco C1037,Texas Commission on Environmental Quality,483091037,840483091037
1130,-97.0706,31.6531,2019-06-17T21:00,PM2.5,UG/M3,,20,1,Waco C1037,Texas Commission on Environmental Quality,483091037,840483091037
1131,-97.063705,32.98426,2019-06-17T21:00,OZONE,PPB,,50,1,Grapevine Fairway C70,Texas Commission on Environmental Quality,484393009,840484393009
1132,-97.026922,32.482081,2019-06-17T21:00,OZONE,PPB,,84,2,Midlothian OFW C52,Texas Commission on Environmental Quality,481390016,840481390016
1133,-97.026922,32.482081,2019-06-17T21:00,PM2.5,UG/M3,,27,1,Midlothian OFW C52,Texas Commission on Environmental Quality,481390016,840481390016
1134,-97.0056,28.8358,2019-06-17T21:00,OZONE,PPB,,58,2,Victoria C87,Texas Commission on Environmental Quality,484690003,840484690003
1135,-96.9437,33.4107,2019-06-17T21:00,OZONE,PPB,,46,1,Pilot Point C1032,Texas Commission on Environmental Quality,481211032,840481211032
1136,-96.8717,32.6767,2019-06-17T21:00,OZONE,PPB,,112,3,Dallas Redbird Airport C402,Texas Commission on Environmental Quality,481130087,840481130087
1137,-96.8711,32.1772,2019-06-17T21:00,OZONE,PPB,,40,1,Italy C1044,Texas Commission on Environmental Quality,481391044,840481391044
1138,-96.86,32.82,2019-06-17T21:00,OZONE,PPB,,80,2,Dallas Hinton St. C401/C161 [E],Texas Commission on Environmental Quality,481130069,840481130069
1139,-96.808498,32.919206,2019-06-17T21:00,OZONE,PPB,,64,2,Dallas North C63,Texas Commission on Environmental Quality,481130075,840481130075
1140,-96.7861,33.1325,2019-06-17T21:00,OZONE,PPB,,47,1,Frisco C31,Texas Commission on Environmental Quality,480850005,840480850005
1141,-96.4592,32.9361,2019-06-17T21:00,OZONE,PPB,,42,1,Rockwall Heath C69,Texas Commission on Environmental Quality,483970001,840483970001
1142,-96.3608,36.1053,2019-06-17T21:00,OZONE,PPB,,42,1,Mannford,Oklahoma Department of Environmental Quality,400370144,840400370144
